name,record,height,weight,reach,stance,dob
Jake Shields,31-9-1 (1 NC),"6' 0""",170 lbs.,"72""",Orthodox,"Jan 09, 1979"
Henrique Shiguemoto,13-4-1,"5' 11""",185 lbs.,"72""",Orthodox,"Jun 22, 1989"
Shunichi Shimizu,30-18-11 (1 NC),"5' 5""",135 lbs.,--,Orthodox,"Jan 31, 1985"
Wade Shipp,11-5-0,"6' 3""",245 lbs.,--,Orthodox,"Feb 09, 1975"
Raja Shippen,18-11-1,"5' 6""",145 lbs.,--,,"Oct 07, 1986"
Yuya Shirai,26-14-2,"5' 8""",168 lbs.,--,Orthodox,"Apr 02, 1980"
Wes Shivers,7-1-0,"6' 8""",--,--,,--
Alexander Shlemenko,56-9-0 (1 NC),"5' 11""",185 lbs.,--,,"May 20, 1984"
Josh Shockley,11-4-0,"6' 1""",155 lbs.,--,Orthodox,"Nov 15, 1989"
Josh Shockman,6-3-0,"6' 4""",235 lbs.,--,Southpaw,"Dec 29, 1980"
Akira Shoji,14-17-5,"5' 8""",195 lbs.,--,Orthodox,"Jan 31, 1974"
Liudvik Sholinian,9-4-1,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 20, 1990"
Jack Shore,17-1-0,"5' 8""",135 lbs.,"71""",Orthodox,"Feb 06, 1995"
Landon Showalter,11-19-1,"6' 0""",185 lbs.,--,,"Jun 14, 1976"
Ivan Shtyrkov,15-0-1,"6' 0""",205 lbs.,"74""",Orthodox,"Jun 09, 1988"
Brandon Shuey,7-6-0,"5' 7""",155 lbs.,--,Orthodox,"Feb 01, 1976"
Ronal Siahaan,7-1-0,"5' 7""",125 lbs.,"71""",Southpaw,"May 05, 1996"
Sam Sicilia,15-8-0,"5' 8""",145 lbs.,"67""",Orthodox,"Feb 01, 1986"
Kiril Sidelnikov,11-4-0,"5' 11""",230 lbs.,--,,"Aug 17, 1988"
Serhiy Sidey,10-2-0,"5' 11""",135 lbs.,"72""",Switch,"Jul 04, 1996"
Steven Siler,29-16-0,"5' 11""",145 lbs.,"70""",Orthodox,"Feb 15, 1987"
Siala Siliga,12-5-0,"6' 1""",290 lbs.,--,Orthodox,"Oct 08, 1970"
Xavier Siller,5-5-0,"5' 5""",125 lbs.,--,,"Jun 06, 1994"
Assuerio Silva,16-8-0 (1 NC),"5' 10""",241 lbs.,--,Orthodox,"Jun 18, 1974"
Anderson Silva,34-11-0 (1 NC),"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975"
Wanderlei Silva,35-13-1 (1 NC),"5' 11""",205 lbs.,"74""",Orthodox,"Jul 03, 1976"
Thiago Silva,19-6-0 (2 NC),"6' 2""",205 lbs.,"74""",Orthodox,"Nov 12, 1982"
Paulo Cesar Silva,2-6-0,"7' 5""",385 lbs.,--,Orthodox,"Jul 21, 1963"
Jean Silva,19-12-3 (1 NC),"5' 6""",160 lbs.,--,Orthodox,"Oct 08, 1977"
Edson Silva,14-12-0 (1 NC),--,205 lbs.,--,Orthodox,--
Sidney Silva,8-4-0,"6' 3""",170 lbs.,--,Southpaw,"Feb 27, 1972"
Jay Silva,10-11-1,"6' 2""",185 lbs.,--,Southpaw,--
Antonio Silva,19-12-1,"6' 4""",264 lbs.,"82""",Orthodox,"Sep 14, 1979"
Fabio Silva,1-8-0,"5' 11""",205 lbs.,--,Orthodox,"Mar 31, 1982"
Erick Silva,19-9-0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984"
Leandro Silva,20-6-1 (1 NC),"5' 9""",155 lbs.,"72""",Orthodox,"Nov 11, 1985"
Claudio Silva,14-4-0,"5' 11""",170 lbs.,"71""",Southpaw,"Sep 06, 1982"
Wagner Silva,6-3-0,"6' 0""",170 lbs.,--,Orthodox,"Feb 07, 1987"
Rafael Silva,28-6-0,"5' 7""",135 lbs.,--,,"Mar 20, 1985"
Joaquim Silva,13-5-0,"5' 8""",155 lbs.,"69""",Southpaw,"Feb 05, 1989"
Felipe Silva,8-2-0,"6' 0""",155 lbs.,"77""",Orthodox,"May 08, 1984"
Dayana Silva,7-4-0,"5' 7""",135 lbs.,--,Orthodox,"Aug 27, 1990"
Bruno Silva,13-5-2 (1 NC),"5' 4""",125 lbs.,"65""",Orthodox,"Mar 16, 1990"
Bruno Silva,23-10-0,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 13, 1989"
Gabriel Silva,8-2-0,"5' 6""",135 lbs.,"71""",Orthodox,"Aug 26, 1994"
Jacob Silva,6-4-0,"5' 5""",125 lbs.,"67""",Orthodox,"Feb 23, 1988"
Natalia Silva,16-5-1,"5' 4""",125 lbs.,"65""",Southpaw,"Feb 03, 1997"
Jansey Silva,7-2-0,"6' 2""",185 lbs.,"67""",Orthodox,"May 30, 1995"
Maria Silva,8-1-0,"5' 3""",115 lbs.,"64""",Orthodox,"Dec 19, 1995"
Karine Silva,17-4-0,"5' 5""",125 lbs.,"67""",Orthodox,"Dec 02, 1993"
Erik Silva,9-2-0,"5' 9""",145 lbs.,"71""",Orthodox,"Mar 16, 1987"
Janaina Silva,5-1-0,"5' 1""",115 lbs.,"60""",Orthodox,"Feb 16, 1992"
Jhonata Silva,8-2-0,"5' 5""",125 lbs.,"66""",Orthodox,"Apr 24, 1997"
Jean Silva,12-2-0,"5' 7""",145 lbs.,"69""",Orthodox,"Dec 27, 1996"
Danny Silva,8-1-0,"5' 11""",145 lbs.,"70""",Switch,"Jan 30, 1997"
Douglas Silva de Andrade,29-5-0 (1 NC),"5' 7""",135 lbs.,"68""",Orthodox,"Jun 22, 1985"
Leonardo Silva de Oliveira,12-4-0,"6' 2""",185 lbs.,--,Orthodox,"Apr 23, 1992"
Marcus Silveira,6-4-0 (1 NC),"6' 3""",242 lbs.,--,Orthodox,--
Elias Silverio,13-3-0,"5' 11""",155 lbs.,"73""",Orthodox,"Sep 22, 1986"
Sim Kai Xiong,5-1-0,"5' 5""",125 lbs.,"66""",Orthodox,"Sep 06, 1997"
Jamey Simmons,7-4-0,"5' 6""",135 lbs.,"70""",Orthodox,"Sep 11, 1992"
Ricky Simon,20-5-0,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992"
Aaron Simpson,12-5-0,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 20, 1974"
Wes Sims,24-14-1 (2 NC),"6' 10""",260 lbs.,--,Orthodox,"Aug 04, 1979"
Marlon Sims,3-4-0,--,170 lbs.,--,,--
Tony Sims,12-4-0,"5' 11""",155 lbs.,"70""",Southpaw,"Oct 14, 1985"
Everett Sims,4-1-0,"6' 5""",260 lbs.,"77""",Southpaw,"Sep 04, 1988"
Lodune Sincaid,15-9-0,"5' 9""",185 lbs.,--,Orthodox,"May 07, 1973"
Rob Sinclair,13-5-0,"5' 8""",155 lbs.,--,,"Feb 20, 1980"
Rory Singer,11-9-0,"6' 2""",185 lbs.,"77""",Orthodox,"May 28, 1976"
Rana Rudra Pratap Singh,11-2-0,"5' 10""",135 lbs.,"69""",Orthodox,"May 09, 1997"
Elvis Sinosic,7-11-2,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 13, 1971"
Mitchell Sipe,4-1-0,"6' 2""",245 lbs.,--,Orthodox,"Apr 09, 1996"
Gian Siqueira,19-5-0,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1994"
Jeremia Siregar,6-3-0,"5' 2""",125 lbs.,"63""",Orthodox,"Jul 27, 1991"
AJ Siscoe,1-2-0,"5' 7""",135 lbs.,--,,--
Yokthai Sithoar,0-1-0,"5' 7""",143 lbs.,--,,"Dec 25, 1974"
Jeri Sitzes,3-1-0,"5' 5""",125 lbs.,--,,--
Dennis Siver,23-11-0 (1 NC),"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979"
Chas Skelly,19-3-0 (1 NC),"5' 11""",145 lbs.,"72""",Orthodox,"May 11, 1985"
Matt Skelton,0-1-0,"6' 3""",265 lbs.,--,Orthodox,"Jan 23, 1967"
Zach Skinner,10-11-0,"5' 6""",145 lbs.,--,Orthodox,--
Brian Sleeman,9-9-1,"5' 8""",185 lbs.,--,,--
Joe Slick,16-5-3,"6' 0""",199 lbs.,--,Orthodox,"Oct 17, 1977"
Ray Sloan,8-1-0,"6' 1""",205 lbs.,--,,"Jul 14, 1985"
Kestutis Smirnovas,24-8-2,"5' 10""",200 lbs.,--,Orthodox,--
Maurice Smith,12-14-0,"6' 2""",221 lbs.,--,Orthodox,"Dec 13, 1961"
Patrick Smith,20-17-0,"6' 2""",225 lbs.,--,Orthodox,"Aug 28, 1963"
Scott Smith,18-11-0 (1 NC),"6' 0""",185 lbs.,"70""",Orthodox,"May 21, 1979"
Eric Smith,1-1-0,--,--,--,Southpaw,--
Josh Smith,9-8-0,"6' 0""",155 lbs.,--,Orthodox,"Jul 02, 1982"
David Smith,5-1-0,--,155 lbs.,--,,--
Adam Smith,0-3-0,--,--,--,,--
Dillon Smith,0-0-0,"6' 0""",170 lbs.,--,,--
Trevor Smith,15-10-0,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 05, 1981"
Anthony Smith,37-19-0,"6' 4""",205 lbs.,"76""",Orthodox,"Jul 26, 1988"
Colton Smith,7-4-0,"6' 0""",155 lbs.,"71""",Orthodox,"Aug 14, 1987"
Gilbert Smith,12-6-0,"5' 9""",185 lbs.,--,Southpaw,"Oct 19, 1981"
Leslie Smith,10-7-1,"5' 9""",135 lbs.,"66""",Orthodox,"Aug 17, 1982"
Devonte Smith,11-4-0,"5' 9""",155 lbs.,"76""",Orthodox,"Jul 30, 1993"
Cole Smith,7-2-0,"5' 11""",135 lbs.,"67""",Orthodox,"Apr 05, 1989"
Nate Smith,6-1-0,"5' 6""",125 lbs.,"69""",Switch,"Apr 09, 1995"
Braxton Smith,5-2-0,"5' 11""",257 lbs.,"72""",Orthodox,"Jan 01, 1990"
Walter Smith-Cotito,4-5-0 (1 NC),"5' 8""",135 lbs.,--,,--
Justin Smitley,10-7-1,--,145 lbs.,--,,--
Dmitrii Smoliakov,9-3-0,"6' 2""",253 lbs.,"74""",Switch,"Aug 05, 1982"
Louis Smolka,17-9-0,"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991"
Cameron Smotherman,8-4-0,"5' 9""",135 lbs.,"69""",Orthodox,"Sep 17, 1997"
Shimon Smotritsky,8-2-0,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 22, 2000"
Richie Smullen,3-1-1,"5' 9""",155 lbs.,"68""",Orthodox,"Aug 17, 1991"
Devin Smyth,4-2-0,"5' 10""",170 lbs.,"72""",Switch,"Jul 21, 1995"
Denis Sobolev,4-7-0,"6' 3""",216 lbs.,--,Orthodox,--
Peter Sobotta,17-7-1,"6' 0""",170 lbs.,"75""",Southpaw,"Jan 11, 1987"
Renato Sobral,37-11-0,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975"
Rameau Thierry Sokoudjou,18-18-0,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984"
Alexander Soldatkin,14-4-0,"6' 2""",250 lbs.,"75""",Orthodox,"Jun 10, 1993"
Joe Solecki,13-4-0,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 27, 1993"
Chris Solomon,0-0-0,"5' 11""",155 lbs.,--,,--
Joe Son,0-4-0,"5' 4""",236 lbs.,--,Orthodox,"Nov 22, 1970"
Paul Song,2-2-0,--,185 lbs.,--,,--
Song Kenan,20-8-0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 10, 1990"
Song Yadong,21-7-1 (1 NC),"5' 8""",135 lbs.,"67""",Orthodox,"Dec 02, 1997"
Emrah Sonmez,14-5-0,"5' 10""",145 lbs.,"71""",Orthodox,"Jun 26, 1992"
Chael Sonnen,29-15-1,"6' 1""",205 lbs.,"73""",Southpaw,"Apr 03, 1977"
Cody Sons,3-7-0,"5' 9""",205 lbs.,--,,--
Jin Soo Son,9-4-0,"5' 6""",135 lbs.,"69""",Orthodox,"Apr 01, 1993"
Emiliano Sordi,16-7-0,"6' 2""",205 lbs.,--,Orthodox,"Feb 15, 1991"
Sean Soriano,14-8-0,"5' 9""",145 lbs.,"70""",Orthodox,"Oct 06, 1989"
Punahele Soriano,9-4-0,"5' 11""",185 lbs.,"72""",Southpaw,"Nov 22, 1992"
Dmitry Sosnovskiy,11-0-0,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 06, 1989"
Ben Sosoli,7-3-0 (2 NC),"6' 0""",265 lbs.,"72""",Southpaw,"Dec 10, 1989"
Krzysztof Soszynski,26-12-1,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977"
George Sotiropoulos,14-7-0,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977"
Greg Soto,9-4-0,"5' 11""",170 lbs.,"73""",Orthodox,"Jun 03, 1986"
Alex Soto,8-3-1,"5' 8""",135 lbs.,--,Southpaw,"Feb 15, 1984"
Joe Soto,18-7-0,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987"
Mario Soto,7-2-0,"6' 0""",145 lbs.,--,,--
Andre Soukhamthath,13-8-0,"5' 9""",135 lbs.,"70""",Orthodox,"Oct 23, 1988"
Mario Sousa,15-3-0,"6' 3""",185 lbs.,"79""",Orthodox,"Oct 20, 1996"
Bobby Southworth,10-6-0 (1 NC),"6' 2""",205 lbs.,--,Orthodox,"Dec 16, 1969"
Jacare Souza,26-10-0 (1 NC),"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979"
Edimilson Souza,15-5-0,"6' 0""",145 lbs.,"74""",Orthodox,"Oct 17, 1984"
Livinha Souza,14-4-0,"5' 3""",115 lbs.,"63""",Orthodox,"Mar 11, 1991"
Bruno Souza,10-3-0,"5' 10""",145 lbs.,"70""",Orthodox,"Mar 07, 1996"
Ketlen Souza,13-4-0,"5' 3""",125 lbs.,"63""",Orthodox,"Aug 18, 1994"
Charon Spain,14-26-0,"5' 9""",155 lbs.,--,,"Mar 11, 1988"
Chris Spang,6-3-0,"6' 2""",170 lbs.,--,Orthodox,"Nov 26, 1987"
Andreas Spang,9-3-0,"6' 1""",185 lbs.,--,,"Nov 07, 1978"
Ryan Spann,21-9-0,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991"
Ron Sparks,8-3-0,"6' 5""",265 lbs.,--,,--
Tommy Speer,21-7-0,"5' 10""",170 lbs.,"71""",Orthodox,"Aug 20, 1984"
Patrick Speight,7-3-0,"6' 1""",170 lbs.,--,Orthodox,--
Sean Spencer,12-6-0,"5' 10""",170 lbs.,"74""",Orthodox,"Jun 25, 1987"
Felicia Spencer,9-3-0,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990"
Sam Spengler,9-5-0,"5' 11""",185 lbs.,--,Orthodox,--
Nick Sperling,3-4-0,--,135 lbs.,--,,--
Mario Sperry,13-4-0,"6' 2""",205 lbs.,--,Orthodox,"Sep 28, 1966"
Eric Spicely,12-6-0,"6' 1""",185 lbs.,"73""",Orthodox,"Sep 29, 1986"
Waachiim Spiritwolf,12-13-1 (2 NC),"5' 8""",170 lbs.,--,,--
Daniel Spitz,6-3-0,"6' 7""",245 lbs.,"82""",Orthodox,"Jul 31, 1990"
Serghei Spivac,16-4-0,"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995"
Daniel Spohn,15-6-0,"6' 4""",205 lbs.,"79""",Southpaw,"Oct 12, 1984"
Pete Spratt,25-23-0,"5' 9""",170 lbs.,--,Orthodox,"Jan 09, 1971"
Austin Springer,12-4-0,"5' 8""",145 lbs.,"71""",Orthodox,"May 12, 1987"
Georges St-Pierre,26-2-0,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981"
Bobby Stack,8-3-0,"5' 9""",155 lbs.,--,Orthodox,--
Andreas Stahl,10-4-0,"5' 11""",170 lbs.,--,Orthodox,"May 20, 1988"
Ron Stallings,14-8-0 (1 NC),"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983"
Cody Stamann,21-6-1,"5' 6""",135 lbs.,"64""",Orthodox,"Nov 09, 1989"
Cristina Stanciu,5-2-0,"5' 3""",115 lbs.,--,Orthodox,"Mar 29, 1994"
Brian Stann,12-6-0,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980"
Josh Stansbury,4-8-0,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 19, 1984"
Dion Staring,35-14-0,"6' 1""",235 lbs.,--,Orthodox,"Jun 09, 1978"
Lucas Stark,1-5-0,--,155 lbs.,--,,--
Clifford Starks,13-3-0,"6' 0""",185 lbs.,"78""",Orthodox,"Apr 25, 1981"
Kalib Starnes,17-11-1,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975"
Laureano Staropoli,9-5-0,"6' 1""",185 lbs.,"71""",Orthodox,"Feb 27, 1993"
Damian Stasiak,10-6-0,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990"
Adam Steele,0-1-0,--,170 lbs.,--,,--
Dominique Steele,14-9-0,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988"
Ricky Steele,6-0-0,"5' 9""",135 lbs.,"74""",Orthodox,"May 26, 1988"
Eric Steenberg,5-1-0,--,155 lbs.,--,,"Jun 22, 1983"
Steve Steinbeiss,9-4-0,"6' 3""",185 lbs.,"75""",Orthodox,"May 05, 1981"
Ray Steinbeiss,14-7-0,"5' 11""",170 lbs.,--,Orthodox,"Sep 12, 1979"
Dmitri Stepanov,0-1-0,"6' 3""",217 lbs.,--,Orthodox,--
Jeremy Stephens,28-19-0 (1 NC),"5' 9""",145 lbs.,"71""",Orthodox,"May 25, 1986"
Aljamain Sterling,23-4-0,"5' 7""",145 lbs.,"71""",Orthodox,"Jul 31, 1989"
Marc Stevens,21-10-0,"5' 9""",155 lbs.,--,,--
Joe Stevenson,33-16-0,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982"
Maia Stevenson,6-5-0,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982"
Luke Stewart,6-3-0,"5' 11""",170 lbs.,--,Orthodox,--
Darren Stewart,12-8-0 (2 NC),"6' 0""",205 lbs.,"74""",Orthodox,"Dec 30, 1990"
Kyle Stewart,11-3-0,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 31, 1989"
Alex Stiebling,19-11-1 (1 NC),"6' 2""",205 lbs.,--,Southpaw,--
Tyler Stinson,30-10-0,"6' 3""",170 lbs.,--,,"Jan 17, 1986"
Dan Stittgen,12-5-0,"6' 1""",170 lbs.,--,Orthodox,"Nov 17, 1980"
Lazar Stojadinovic,12-5-0,"5' 7""",145 lbs.,"68""",Southpaw,"Mar 22, 1989"
Denis Stojnic,13-3-0 (1 NC),"6' 0""",245 lbs.,--,Orthodox,"Feb 02, 1980"
Julija Stoliarenko,11-8-2,"5' 7""",125 lbs.,"66""",Orthodox,"Apr 08, 1993"
Dustin Stoltzfus,15-5-0,"6' 0""",185 lbs.,"75""",Orthodox,"Nov 15, 1991"
Niklas Stolze,12-6-0,"6' 1""",155 lbs.,"74""",Switch,"Dec 28, 1992"
Ken Stone,11-4-0,"5' 8""",135 lbs.,"71""",Southpaw,"Oct 08, 1982"
Ryan Stonitsch,8-1-0,"5' 9""",170 lbs.,--,Southpaw,"Feb 03, 1977"
George Stork,7-9-0,"5' 10""",185 lbs.,--,,--
Rick Story,19-9-0,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984"
Darko Stosic,13-4-0,"6' 0""",205 lbs.,"76""",Orthodox,"Feb 09, 1992"
Greg Stott,0-1-0,"5' 7""",220 lbs.,--,Southpaw,--
Curtis Stout,11-12-1,"6' 1""",185 lbs.,--,Southpaw,"Nov 07, 1973"
Sam Stout,20-12-1,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984"
Tim Stout,12-10-0,"5' 11""",185 lbs.,--,,"Feb 09, 1979"
Jesse Strader,5-3-0,"5' 7""",135 lbs.,"70""",Orthodox,"May 29, 1991"
Gennaro Strangis,0-1-0,--,--,--,,--
Dave Strasser,25-8-0,"5' 10""",170 lbs.,--,Orthodox,"Jul 13, 1969"
Daniel Straus,24-7-0 (1 NC),"5' 7""",145 lbs.,"71""",,"Jul 27, 1984"
Gerald Strebendt,9-7-0,"5' 9""",155 lbs.,--,Orthodox,"Mar 01, 1979"
Sean Strickland,28-6-0,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991"
Mark Striegl,18-4-0 (1 NC),"5' 8""",145 lbs.,"70""",Southpaw,"Jun 23, 1988"
Hans Stringer,22-8-3,"6' 3""",205 lbs.,--,Orthodox,"Jul 06, 1987"
Stefan Struve,33-13-0,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988"
Josh Stuart,1-4-0,"5' 9""",160 lbs.,--,,--
Mike Stumpf,11-4-0,"5' 10""",170 lbs.,--,,"Aug 01, 1986"
Kyle Sturgeon,0-1-0,"6' 3""",225 lbs.,--,Switch,--
Tatiana Suarez,11-0-0,"5' 5""",115 lbs.,"66""",Southpaw,"Dec 19, 1990"
Masanori Suda,22-11-3,"5' 9""",183 lbs.,--,Orthodox,--
Genki Sudo,15-4-2,"5' 9""",155 lbs.,--,Orthodox,"Mar 08, 1978"
Lucasz Sudolski,8-1-0,"6' 4""",205 lbs.,"75""",Orthodox,"Jun 15, 1993"
Daisuke Sugie,10-8-1,"5' 6""",160 lbs.,--,Orthodox,--
Takashi Sugiura,1-3-0,"5' 11""",225 lbs.,--,Southpaw,"May 31, 1970"
Naho Sugiyuma,12-5-0,"5' 1""",105 lbs.,--,,"Feb 03, 1978"
George Sullivan,17-7-0 (1 NC),"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981"
Amar Suloev,24-7-0,"5' 9""",183 lbs.,--,Orthodox,"Jul 01, 1976"
Magomed Sultanakhmedov,18-6-0,"6' 2""",185 lbs.,--,Southpaw,--
Justin Sumter,7-3-0,"6' 2""",185 lbs.,"80""",Southpaw,"Nov 16, 1989"
Sumudaerji,16-6-0,"5' 8""",125 lbs.,"72""",Southpaw,"Jan 20, 1996"
Kyu Sung Kim,12-5-0,--,125 lbs.,--,,"Nov 05, 1992"
Rama Supandhi,8-4-0,"5' 5""",125 lbs.,"66""",Southpaw,"Nov 07, 1991"
Aji Susilo,6-4-0,"5' 10""",155 lbs.,--,,--
Jason Suttie,0-1-0,"6' 0""",210 lbs.,--,Orthodox,"Aug 07, 1973"
Joel Sutton,2-4-1,"5' 11""",205 lbs.,--,Orthodox,--
Chad Sutton,2-2-0,"6' 1""",185 lbs.,--,,"Aug 07, 1982"
Danilo Suzart,9-2-0,"6' 0""",260 lbs.,--,Orthodox,"Dec 04, 1991"
Martin Svensson,15-6-0,"6' 1""",155 lbs.,--,,"Apr 25, 1985"
Daniel Swain,20-10-1,"5' 9""",145 lbs.,"70""",Orthodox,"Jan 30, 1991"
Cub Swanson,29-13-0,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983"
Mike Swick,15-6-0,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979"
Floyd Sword,12-3-0,"6' 0""",185 lbs.,--,Orthodox,"Aug 24, 1976"
Oumar Sy,6-0-0,--,205 lbs.,--,,"Nov 21, 1995"
Bentley Syler,5-1-0,"5' 4""",125 lbs.,--,Orthodox,"Dec 22, 1982"
Kevin Syler,10-1-0,"5' 9""",155 lbs.,"71""",Switch,"Jul 29, 1993"
Leo Sylvest,10-16-0,"5' 11""",205 lbs.,--,Orthodox,"Sep 03, 1973"
Tony Sylvester,11-3-0,"6' 1""",225 lbs.,--,Southpaw,"Jan 27, 1978"
Tim Sylvia,31-10-0 (1 NC),"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976"
Kevin Szaflarski,11-2-0,"6' 5""",260 lbs.,"77""",Orthodox,"Dec 30, 1994"
Osamu Tachihikari,0-4-0,"6' 5""",300 lbs.,--,Orthodox,--
Amber Tackett,1-3-0,--,115 lbs.,--,,--
Eugenio Tadeu,2-3-0 (1 NC),"5' 8""",160 lbs.,--,Orthodox,--
Justin Tafa,7-3-0 (1 NC),"6' 0""",264 lbs.,"74""",Southpaw,"Dec 13, 1993"
Junior Tafa,5-1-0,"6' 3""",240 lbs.,"75""",Orthodox,"Sep 21, 1996"
Khalid Taha,13-5-0 (1 NC),"5' 5""",135 lbs.,"69""",Orthodox,"Feb 15, 1992"
Joe Taimanglo,23-7-1,"5' 4""",135 lbs.,--,,"Jun 27, 1984"
Tatsuro Taira,15-0-0,"5' 7""",125 lbs.,"70""",Orthodox,"Jan 27, 2000"
Mairbek Taisumov,27-6-0,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988"
Nobuhiko Takada,2-6-2,"6' 0""",220 lbs.,--,Southpaw,"Apr 12, 1962"
Yoshiki Takahashi,30-27-3 (1 NC),"5' 11""",199 lbs.,--,Southpaw,"Mar 13, 1969"
Yoko Takahashi,15-12-2,"5' 8""",150 lbs.,--,,"Apr 20, 1973"
Daiju Takase,12-15-2,"6' 0""",170 lbs.,--,Southpaw,"Apr 20, 1978"
Hiroyuki Takaya,21-14-2,"5' 6""",139 lbs.,--,Orthodox,"Jun 10, 1977"
Yoshihiro Takayama,1-4-0,"6' 5""",280 lbs.,--,Orthodox,"Sep 19, 1968"
Makoto Takimoto,6-5-0,"5' 7""",205 lbs.,--,Southpaw,"Dec 08, 1979"
Oleg Taktarov,17-5-2,"6' 0""",210 lbs.,--,Orthodox,"Aug 26, 1967"
Payton Talbott,7-0-0,"5' 10""",135 lbs.,"70""",Switch,"Sep 09, 1998"
Nordine Taleb,15-7-0,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 10, 1981"
Murtaza Talha,6-1-0,"6' 0""",205 lbs.,"74""",Orthodox,"Jul 10, 1996"
Tsuyoshi Tamakairiki,0-3-0,"6' 0""",220 lbs.,--,Orthodox,--
Eli Tamez,10-0-0,"5' 7""",135 lbs.,--,,"Aug 22, 1985"
Kiyoshi Tamura,32-13-3,"5' 11""",185 lbs.,--,Southpaw,"Dec 17, 1969"
Akitoshi Tamura,21-18-2,"5' 9""",135 lbs.,"70""",Orthodox,"May 31, 1980"
Issei Tamura,10-8-0,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984"
Jason Tan,5-3-0,"5' 10""",170 lbs.,--,Orthodox,"Dec 17, 1981"
Akihito Tanaka,2-2-0,--,--,--,Southpaw,--
Michinori Tanaka,11-3-0,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990"
Evan Tanner,32-8-0,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971"
Kasey Tanner,6-1-0,"5' 7""",135 lbs.,"69""",Orthodox,"Jan 11, 1992"
Manny Tapia,12-14-1,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 14, 1981"
Gary Tapusoa,8-3-0,"5' 7""",185 lbs.,--,,--
Miesha Tate,20-9-0,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 18, 1986"
Deividas Taurosevicius,17-5-0,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977"
Thiago Tavares,21-7-1,"5' 7""",145 lbs.,"70""",Orthodox,"Nov 08, 1984"
Jeremy Tavares,1-6-0,--,135 lbs.,--,,--
Brad Tavares,20-9-0,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987"
Ramon Taveras,10-2-0,"5' 8""",135 lbs.,"70""",Southpaw,"Jan 09, 1994"
Paul Taylor,11-6-1 (1 NC),"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979"
Jesse Taylor,31-15-0,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983"
Torrance Taylor,13-8-1,"5' 7""",155 lbs.,--,,--
